"RAW CONSOLIDATED BACKUP  |  5,864 RECORDS  |  All source data preserved",,,,,,,,,,,,,,,,,,,,,,
Company Name,City,Country,Email,Website,Product Category,Certifications,Cert Body,Cert Status,Cert Expiry Date,Notes,Source Sheet,Year First Added,Current Status,Full Address,Products,Primary Contact Name,Last Contact Date,Contract Signed,Account Manager,Latest Quotation,Name_Key,Supplier ID
ANATOLIA TARIM ÜRÜNLERİ SANAYİ ve DIŞ TİCARET AŞ - Kemalpaşa site,Kemalpaşa,Turkey,,,Dried Fruits,Food,Eurofins Assurance UK Ltd.,Certificated,2026-03-29 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,anatolia tarim rnleri sanayi ve di ticaret a  kemalpaa site,SUP-00392
V. Besana SpA – Ogliastro Cilento Site,Ogliastro Cilento (Salerno),Italy,,,Dried Fruits,Food,LRQA Ltd - UK,Certificated,2026-03-19 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,v besana spa  ogliastro cilento site,SUP-04315
Birdem Gıda Sanayi ve Ticaret A.Ş,Yeşilyurt,Turkey,,,Dried Fruits,Food,AIB International Certification Services,Certificated,2026-02-14 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,birdem gda sanayi ve ticaret a,SUP-00741
Vibrant Brands Limited,West Bromwich,United Kingdom,,,Dried Fruits,Food,SAI Global Certification Services Pty Ltd,Certificated,2026-02-24 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,vibrant brands limited,SUP-04376
LEVANT FOOD Sp z o.o.,WRZEŚNIA,Poland,,,Dried Fruits,Food,TÜV NORD Polska Sp. z o.o.,Certificated,2026-03-04 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,levant food sp z oo,SUP-02447
Nutra Co Pack (JC Distributors),"Celbridge,",Ireland,,,Dried Fruits,Food,SAI Global Certification Services Pty Ltd,Certificated,2026-03-12 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,nutra co pack jc distributors,SUP-03021
TAGFEEF FOOD PROCESSING,Giza,Egypt,,,Dried Fruits,Food,TÜV NORD CERT GmbH,Certificated,2026-05-04 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,tagfeef food processing,SUP-04050
"3 Seasons Fruit Industry Co., Ltd.",Chonburi,Thailand,,,Dried Fruits,Food,Bureau Veritas Certification UK,Certificated,2026-02-18 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,3 seasons fruit industry co ltd,SUP-00025
Emco spol. s.r.o. - Litomerice,Litomerice,Czech Republic,,,Dried Fruits,Gluten-Free,AIB International Certification Services,Certificated,2026-02-22 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,emco spol sro  litomerice,SUP-01332
Humdinger Limited,Wirral,United Kingdom,,,Dried Fruits,Food,SAI Global Certification Services Pty Ltd,Certificated,2026-05-20 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,humdinger limited,SUP-01973
V. BESANA SPA,SAN GENNARO VESUVIANO ( NA),Italy,,,Dried Fruits,Food,LRQA Ltd - UK,Certificated,2026-02-28 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,v besana spa,SUP-04314
European Freeze Dry Ltd,Preston,United Kingdom,,,Dried Fruits,Food,SAI Global Certification Services Pty Ltd,Certificated,2026-05-13 00:00:00,,2026_Dried_Fruits,2026,Active,,,,,,,,european freeze dry ltd,SUP-01376
John Cotton Australia,,Australia,,,Household Textiles,,,,,Workers:,2026_Aldi_Textile,2026,Active,"144-168, National Boulevard, Campbellfield, Victoria, AUSTRALIA",,,,,,,john cotton australia,SUP-02198
Wool Products Australia Pty Ltd.,,Australia,,,Household Textiles,,,,,Workers:,2026_Aldi_Textile,2026,Active,"No. 6, Shaw Road, Ingleburn, New South Wales, AUSTRALIA",,,,,,,wool products australia pty ltd,SUP-04534
Elastica Matratzen - Schaumstoffe -,,Austria,,,Household Textiles,,,,,Workers:,2026_Aldi_Textile,2026,Active,"153, Kellau, Kuchl, AUSTRIA",,,,,,,elastica matratzen  schaumstoffe,SUP-01313
Versatile Textiles Ltd.,,Bangladesh,,,Household Textiles,,,,,Workers: 1001-2000,2026_Aldi_Textile,2026,Active,"No. 82/2, Degerchala Road, Gazipur, BANGLADESH",,,,,,,versatile textiles ltd,SUP-04370
BFS Europe NV,,Belgium,,,Household Textiles,,,,,Workers:,2026_Aldi_Textile,2026,Active,"No. 15A, Groene Dreef, Kruishoutem, BELGIUM",,,,,,,bfs europe nv,SUP-00700
"Amore Textile (Suzhou) Co., Ltd.",,China,,,Household Textiles,,,,,Workers:,2026_Aldi_Textile,2026,Active,"28, Building E, Jiaxing Road, Changfu Street, Changshu, Jiangsu, CHINA",,,,,,,amore textile suzhou co ltd,SUP-00377
"Anhui Haoyue Home Textile Co., Ltd.",,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"63, Chengxin Street, Xuanzhou District, Xuancheng, Anhui, 242 CHINA",,,,,,,anhui haoyue home textile co ltd,SUP-00412
"Anhui Home Fashion Co., Ltd.",,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"West Side of Jing 2 Road, Chizhou, Anhui CHINA",,,,,,,anhui home fashion co ltd,SUP-00413
Anhui Xinzhida Houseware,,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"Zongyang Economic Development Zone, Tongling, Anhui CHINA",,,,,,,anhui xinzhida houseware,SUP-00416
"Anhui Yuncai Home Textile Co.,Ltd",,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"The intersection of Liyu Avenue and 1st Jingdu Road, Shiziyu, Xuancheng City, Anhui, CHINA",,,,,,,anhui yuncai home textile coltd,SUP-00417
"Binzhou Jinrui Hometextile Co., Ltd.",,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"588, Donghai 4th Road, Bincheng District, Binzhou, Shandong CHINA",,,,,,,binzhou jinrui hometextile co ltd,SUP-00730
"Blue Sea Plastic Products Co., Ltd.",,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"2, Fazhan Road, Suqian, Jiangsu, CHINA",,,,,,,blue sea plastic products co ltd,SUP-00762
"Changshu Hongye Printing & Dyeing Co.,",,China,,,Household Textiles,,,,,Workers:,2026_Aldi_Textile,2026,Active,"No. 28, Hualian Road, Changshu, Jiangsu CHINA",,,,,,,changshu hongye printing  dyeing co,SUP-00937
"Changshu Pinhong Textile Co., Ltd.",,China,,,Household Textiles,,,,,Workers:,2026_Aldi_Textile,2026,Active,"Changshu, Jiangsu CHINA",,,,,,,changshu pinhong textile co ltd,SUP-00938
"Changshu Xiahong Textile Co., Ltd.",,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"No. 106, Nanyuan Road, Changshu, Jiangsu CHINA",,,,,,,changshu xiahong textile co ltd,SUP-00939
"Changshu Xin Shi Fang Textile Co.,Ltd",,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"No.2 Building，No.18 Yufeng Road，Yushan Fangbang Industrial Z, Changshu, Jiangsu, CHINA",,,,,,,changshu xin shi fang textile coltd,SUP-00940
"Changshu Yisheng Textile Co., Ltd.",,China,,,Household Textiles,,,,,Workers:,2026_Aldi_Textile,2026,Active,"8, Hudong Village, Guli Town, Changshu City, Jiangsu, CHINA",,,,,,,changshu yisheng textile co ltd,SUP-00941
"Changshu Zhengtai Textiles Co., Ltd.",,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"No. 9-1, Jiulong Road, Changshu, Jiangsu CHINA",,,,,,,changshu zhengtai textiles co ltd,SUP-00942
CHANGZHOU BROAD NEW MATERIALS,,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"No.191 Baiyang Bridge, Zhenglu Town ,Changzhou City, Jiangsu CHINA",,,,,,,changzhou broad new materials,SUP-00943
"Changzhou Innovation HomeStyles Co., Ltd",,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"8, East Chuangye Road, Baizhang, Chunjiang Town, Xinbei Dist, Changzhou, Jiangsu, CHINA",,,,,,,changzhou innovation homestyles co ltd,SUP-00944
"Changzhou Kaifeng Rubber Products Co.,",,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"No. 68, Nujiang Road, Jincheng Town, Jintan District,, Changzhou, Jiangsu, CHINA",,,,,,,changzhou kaifeng rubber products co,SUP-00945
Cooltex (Anhui) Manufacturing Ltd.,,China,,,Household Textiles,,,,,Workers:,2026_Aldi_Textile,2026,Active,"No. 8, Jingyi South Road, Tongcheng, Anhui, CHINA",,,,,,,cooltex anhui manufacturing ltd,SUP-01055
Creation Textiles Corp Ltd.,,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"Shitian Road, Yangchenghu Town, Xiangcheng District, Suzhou, Jiangsu, CHINA",,,,,,,creation textiles corp ltd,SUP-01086
"CHANGSHU XIAHONG TEXTILE CO., LTD.",,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"Building 1, No.106, Nanyuan Road, Zhenmen-Tonggang Industria, Changshu, Jiangsu, CHINA",,,,,,,changshu xiahong textile co ltd,SUP-00939
Dafeng YouMeHome Textiles Company Ltd,,China,,,Household Textiles,,,,,Workers:,2026_Aldi_Textile,2026,Active,"No. 8, Jinfeng Road, Dafeng Economic Development Zone, Yan cheng, Jiangsu, CHINA",,,,,,,dafeng youmehome textiles company ltd,SUP-01108
"Jiangsu APE Sporting Goods Co., Ltd.",,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"18, Jinxi Road, Daoshu Town, Danyang, Jiangsu, CHINA",,,,,,,jiangsu ape sporting goods co ltd,SUP-02147
Jiangsu Laike Tourist Products,,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"168, Changli East Road, Huangtang Town, Danyang City, Zhenjiang, Jiangsu, CHINA",,,,,,,jiangsu laike tourist products,SUP-02153
Jiangsu Yumeiren Home Textile,,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"West of National Highway 205, South of Cifu Road,, Suqian, Jiangsu, CHINA",,,,,,,jiangsu yumeiren home textile,SUP-02160
JIANGYIN KAIHUA PRINTING CO.LTD,,China,,,Household Textiles,,,,,Workers:,2026_Aldi_Textile,2026,Active,"SHUXIN CUN HUASHI TOWN JIANGYIN, JIANGSU, Jiangyin, Jiangsu, CHINA",,,,,,,jiangyin kaihua printing coltd,SUP-02165
"Jinhua Jieling Housewares Co., Ltd.",,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"2999, West Jingang Road, Jinhua, Zhejiang, CHINA",,,,,,,jinhua jieling housewares co ltd,SUP-02176
Mercury Flooring Asia Ltd,,China,,,Household Textiles,,,,,Workers:,2026_Aldi_Textile,2026,Active,"Intelligent Industrial Park, 37 Huaihe Road,, Rizhao, Shandong, CHINA",,,,,,,mercury flooring asia ltd,SUP-02667
Nanjing Meihua Feather and Down,,China,,,Household Textiles,,,,,Workers:,2026_Aldi_Textile,2026,Active,"No.289, Renmin Road, Ma’an Sub-district, Liuhe District, Nanjing, Jiangsu, 210 CHINA",,,,,,,nanjing meihua feather and down,SUP-02842
Nanjing Meihua Feather and Down,,China,,,Household Textiles,,,,,Workers:,2026_Aldi_Textile,2026,Active,"Renmin Road, Ma’an Subdistrict,, Nanjing, Jiangsu, 210 CHINA",,,,,,,nanjing meihua feather and down,SUP-02842
"Pujiang Yizhou Home Textiles Co., Ltd",,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"No. 15, Yidianhong Road, Xianhua Street, Pujiang County, Jinhua, Zhejiang, CHINA",,,,,,,pujiang yizhou home textiles co ltd,SUP-03327
"Shandong Angel Home Textile Co.,Ltd",,China,,,Household Textiles,,,,,Workers:,2026_Aldi_Textile,2026,Active,"No.313 of 3rd industry Road, Hi-tech development Zone, Feich, Taian, Shandong, CHINA",,,,,,,shandong angel home textile coltd,SUP-03694
Shandong Dongwo Environmental New Mat,,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"Laicheng Industrial Area, Laiwu District, Jinan City, Shandong, CHINA",,,,,,,shandong dongwo environmental new mat,SUP-03701
"Shaoxing Mengfan Textile Co., Ltd.",,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"No.9, Shunan Road, Kebei, Keqiao Area, Shaoxing, Zhejiang, CHINA",,,,,,,shaoxing mengfan textile co ltd,SUP-03742
Shaoxing Peak & Lead Arts And Crafts,,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"No.17 Lanxiongshan Zhong Road, Lianghu Town, Shangyu City, Zhejiang, CHINA",,,,,,,shaoxing peak  lead arts and crafts,SUP-03744
"Suzhou Fiber Textile Technology Co.,",,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"No. 28 Xiangwang Road, Huangjing Town, Taicang, Jiangsu, CHINA",,,,,,,suzhou fiber textile technology co,SUP-04029
"Taixing Haiyi Textile Co., Ltd.",,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"No. 1-2, Ben Ma Road, Taixing, Jiangsu, CHINA",,,,,,,taixing haiyi textile co ltd,SUP-04053
"Taizhou Donghe Arts & Craft Co., Ltd.",,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"No. 199, Jinling Road, Linhai, Zhejiang, 317 CHINA",,,,,,,taizhou donghe arts  craft co ltd,SUP-04056
Taizhou Shixin Arts Craft Factory,,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"No.3, Henglongqiao, Henglongqiao Village, Xinqiao Town, Luqiao, Taizhou, Zhejiang, 318 CHINA",,,,,,,taizhou shixin arts craft factory,SUP-04059
"Taizhou Yuanhong Houseware Co.,Ltd",,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"HEFANGZHAO VILLIAGE, BAIHE TOWN, Taizhou, Zhejiang, CHINA",,,,,,,taizhou yuanhong houseware coltd,SUP-04061
"Xinle Huabao Plastic Products Co., Lt",,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"No. 210, Nanhuan Road, Xinle, Hebei, CHINA",,,,,,,xinle huabao plastic products co lt,SUP-04552
Yancheng Senfu Decorative Carpet,,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"8, Weisi Road, Yannan Mechancial & Electrical Industrial Park, Yancheng, Jiangsu, CHINA",,,,,,,yancheng senfu decorative carpet,SUP-04567
"Dafeng YouMeHome Textiles Co., Ltd.",,China,,,Household Textiles,,,,,Workers:,2026_Aldi_Textile,2026,Active,"3, Zhangjian Road, Dazhong Industrial Zone, Dafeng District, Yancheng, Jiangsu, CHINA",,,,,,,dafeng youmehome textiles co ltd,SUP-01107
"DAFENG ZHENYU TOYS CO., LTD.",,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"South Side of Nanxiang Road, Dafeng District, Yancheng, Jiangsu, 224 CHINA",,,,,,,dafeng zhenyu toys co ltd,SUP-01109
"Danyang Lebang Textile Co., Ltd",,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"Baima Village, Daoshu Town,, Danyang, Jiangsu, CHINA",,,,,,,danyang lebang textile co ltd,SUP-01130
"Dongguan Yimei Houseware Co., Ltd.",,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"No. 66, Daling Road, Gaoying Village, Dalang Town, Dongguan, Guangdong, CHINA",,,,,,,dongguan yimei houseware co ltd,SUP-01228
"Dongtai Jiafeng Embroidery Co., ltd",,China,,,Household Textiles,,,,,Workers:,2026_Aldi_Textile,2026,Active,"1st Industrial Zone Shangsha Changan Town, Dongguan, Jiangsu, CHINA",,,,,,,dongtai jiafeng embroidery co ltd,SUP-01230
"EuroComfort Asia Pacific Co., Ltd.",,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"No. 30, Xin Anjiang Road, Chuzhou, Anhui, 239 CHINA",,,,,,,eurocomfort asia pacific co ltd,SUP-01371
Guangdong Yuanha New Material Industry,,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"NO.35, SANMING ROAD,HECHENG STREET, Gaoming District, Foshan City, Guangdong CHINA",,,,,,,guangdong yuanha new material industry,SUP-01766
Guangdong Yuanhua New Material Industry,,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"35, Sanming Road, Hecheng Street, Gaoming District, Foshan, Guangdong, CHINA",,,,,,,guangdong yuanhua new material industry,SUP-01767
Haike (Hengshui) Building Materials,,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"Wuqiang Industrial Zone, Wuqiang, Hebei, CHINA",,,,,,,haike hengshui building materials,SUP-01809
"Hangzhou Chenyi Home Textiles Co., Ltd.",,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"No. 8, AO Zhuang Chencun Indust. Park, Suoqian, Xiaoshan Distr, Hangzhou, Zhejiang, CHINA",,,,,,,hangzhou chenyi home textiles co ltd,SUP-01821
"Hangzhou Diran Textile Co., Ltd.",,China,,,Household Textiles,,,,,Workers:,2026_Aldi_Textile,2026,Active,"10, Room 305, Room 407,Building 2, Shunqi Road, Tangqi Town, Hangzhou, Zhejiang, CHINA",,,,,,,hangzhou diran textile co ltd,SUP-01822
"Hangzhou Donghe Down Products Co., Ltd.",,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"Xiajiang Village, Xintang Street, Xiaoshan District, Hangzhou, Zhejiang CHINA",,,,,,,hangzhou donghe down products co ltd,SUP-01823
"Hangzhou GaGa HomeTextiles Co., Ltd.",,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"318-38, Building 1, Dongrui Si Road, Xintang Street, Hangzhou, Zhejiang, CHINA",,,,,,,hangzhou gaga hometextiles co ltd,SUP-01824
"Hangzhou Gold Coast Down Products Co.,",,China,,,Household Textiles,,,,,Workers:,2026_Aldi_Textile,2026,Active,"Louxiachen Village,Xintang Street, Xiaoshan District, Hangzhou, Zhejiang, CHINA",,,,,,,hangzhou gold coast down products co,SUP-01825
"Hangzhou Hansan Home Furniture Co.,Ltd.",,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"5 - 3, Baiye Road, Xikou Village, Baizhang Town, Yuhang, Hangzhou, Zhejiang, CHINA",,,,,,,hangzhou hansan home furniture coltd,SUP-01827
Hangzhou Huasheng Scarf,,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"279, Yangtang Road, Tonglu County, Hangzhou, Zhejiang, CHINA",,,,,,,hangzhou huasheng scarf,SUP-01828
"Hangzhou Joyce Household Textiles Co.,",,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"No. 2675, Xinluo Road, Xintang Street, Hangzhou, Zhejiang, CHINA",,,,,,,hangzhou joyce household textiles co,SUP-01829
"Hangzhou Pinhang Home Textile Co., Ltd.",,China,,,Household Textiles,,,,,Workers:,2026_Aldi_Textile,2026,Active,"788, Donganyi Road, Xintang Street, Xiaoshan District, Hangzhou, Zhejiang, CHINA",,,,,,,hangzhou pinhang home textile co ltd,SUP-01832
"Hangzhou Pinhang Home Textile Co., Ltd.",,China,,,Household Textiles,,,,,Workers:,2026_Aldi_Textile,2026,Active,"No. 788, Dong An Yi Road, Xintang Street, Hangzhou, Zhejiang, CHINA",,,,,,,hangzhou pinhang home textile co ltd,SUP-01832
"Hangzhou Qiyao Textile Co., Ltd.",,China,,,Household Textiles,,,,,Workers: 500-1000,2026_Aldi_Textile,2026,Active,"17, Hongda Road, Linping Economic Development Zone, Linping Dist, Hangzhou, Zhejiang, CHINA",,,,,,,hangzhou qiyao textile co ltd,SUP-01834
"Hangzhou Special Glory Industrial Co.,",,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"Lingyuan Industrial Park, Yangcunqiao Town, Jiande City, Hangzhou, Zhejiang, CHINA",,,,,,,hangzhou special glory industrial co,SUP-01836
HANGZHOU TIANYAUN PET PRODUCTS COMPANY,,China,,,Household Textiles,,,,,Workers: 500-1000,2026_Aldi_Textile,2026,Active,"10, 1 XINGLING ROAD, XINGQIAO TOWN, Shanghai CHINA",,,,,,,hangzhou tianyaun pet products company,SUP-01837
HangZhou TianYuan Pet Products Factory,,China,,,Household Textiles,,,,,Workers: 500-1000,2026_Aldi_Textile,2026,Active,"10-1, Xingling Road, Xingqiao, Hangzhou, Zhejiang, CHINA",,,,,,,hangzhou tianyuan pet products factory,SUP-01838
HANGZHOU TONGLU PHOENIX KNITTING WEAVING,,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"Xujiabu, Hengcun Town, Tonglu County, Hangzhou, Zhejiang, CHINA",,,,,,,hangzhou tonglu phoenix knitting weaving,SUP-01839
"Hangzhou Yijia Textile Co., Ltd.",,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"Industry Function Zone, Putian, Qintang Town, Jiande, Hangzhou, Zhejiang, CHINA",,,,,,,hangzhou yijia textile co ltd,SUP-01841
Hangzhou Zhongyi Textile Fashion Co. Ltd,,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"No. 458, Hengfu Road, Hangzhou, Zhejiang CHINA",,,,,,,hangzhou zhongyi textile fashion co ltd,SUP-01842
"Hebei Dahan Textile Products Co., Ltd.",,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"9, Huangguan road, Xinzhaidian, Zhao County, Shijiazhuang, Hebei, CHINA",,,,,,,hebei dahan textile products co ltd,SUP-01866
"Hebei Kaiyuan Textile Technology Co.,",,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"2, North Ring Road, High-Tech Industrial Development Zone,, Xingtai, Hebei, CHINA",,,,,,,hebei kaiyuan textile technology co,SUP-01870
"Henan Prosper & Colomer Moda Co., Ltd.",,China,,,Household Textiles,,,,,Workers: 2001-3000,2026_Aldi_Textile,2026,Active,"5, Industrial Cluster, Mengzhou, Henan, CHINA",,,,,,,henan prosper  colomer moda co ltd,SUP-01879
"Heniemo Home Collection Co., Ltd.",,China,,,Household Textiles,,,,,Workers:,2026_Aldi_Textile,2026,Active,"2, Zhangjian Road, Dazhong Industrial Park, Dafeng District, Yancheng, Jiangsu, CHINA",,,,,,,heniemo home collection co ltd,SUP-01884
"Heze Hongsheng CRAFTS CO.,Ltd.",,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"Zhuji Industrial Park of Shan County, Heze, Shandong, CHINA",,,,,,,heze hongsheng crafts coltd,SUP-01893
"Huangshan Snuggle Bedding Products Co.,",,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"No. 63, Meilin Road, Economic Development Zone, Huangshan, Anhui, 245 CHINA",,,,,,,huangshan snuggle bedding products co,SUP-01960
Huangshan Spring Textile Co,,China,,,Household Textiles,,,,,Workers:,2026_Aldi_Textile,2026,Active,"63, Meilin Road, Huangshan, Anhui, 245 CHINA",,,,,,,huangshan spring textile co,SUP-01961
"Hubei Yaxin Home Group Co., Ltd.",,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"10, Suinan Road, Yicheng, Hubei, CHINA",,,,,,,hubei yaxin home group co ltd,SUP-01966
"HUIMIN JIAYUE HOME TEXTILE CO., LTD",,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"(Zijiaobeijie Village) W of Daji Rd, Zijiao Town, Huimin Co, Binzhou, Shandong, CHINA",,,,,,,huimin jiayue home textile co ltd,SUP-01972
"Hunan Jixiang Home Textile Co., Ltd.",,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"Yongfu Road, Longling Industry Zone, Heshan District, Yiyang, Hunan CHINA",,,,,,,hunan jixiang home textile co ltd,SUP-01975
"Huzhou Qiqi Home Textiles Co., Ltd.",,China,,,Household Textiles,,,,,Workers: 1-500 workers,2026_Aldi_Textile,2026,Active,"318, North of National Highway, Ji Village, Zhili Town, Wuxing, Huzhou City, Zhejiang, CHINA",,,,,,,huzhou qiqi home textiles co ltd,SUP-01981
