Date,Task,Company,Priority,Owner,Status,Deadline,Notes
10/31/2025,Updated Veera prices in Marriott pricelist,,,Vandana,Completed,,
10/31/2025,Marriott pricelist sent to J&K,,,Vandana,Completed,,
10/31/2025,Updated order discussion file,,,Vandana,Completed,,
10/31/2025,Updated supplier & buyer sheet for weekly report,,,Vandana,Completed,,
10/31/2025,coordination with Fazal group,,,Vandana,Completed,,
10/31/2025,follow up with Sama Agro for docs submission,,,Vandana,Completed,,
10/31/2025,Source new supplier for Instant noodles,,,Vandana,In progress,,
10/31/2025,update weekly report,,,Vandana,Completed,,
11/3/2025,Tiana video script,,,Madan,Completed,,
11/3/2025,Follow ups,,,Madan,In progress,,
11/3/2025,Update social media status,,,Madan,Not started,,
11/3/2025,Upload linkedin post for EEC,,,Madan,Completed,,
11/3/2025,Upload blog for Skin'd,,,Madan,Completed,,
11/3/2025,Follow up with Bagesh,,,Madan,Completed,,
11/3/2025,Sales email checking,,,Vandana,Completed,,
11/3/2025,email reply to Carl,,,Vandana,Completed,,
11/3/2025,"Email reply to Arisa, Nissin",,,Vandana,Completed,,
11/3/2025,"Trusun product catalog saved and Email reply, hotel supplier",,,Vandana,Completed,,
11/3/2025,Checklist Trusun,,,Vandana,Completed,,
11/3/2025,Email reply to Sohum,,,Vandana,Completed,,
11/3/2025,Checklist of Sohum,,,Vandana,Completed,,
11/3/2025,Email reoly to CG group,,,Vandana,Completed,,
11/3/2025,Email reply to Suntree linen,,,Vandana,Completed,,
11/3/2025,coordination with Fazal group,,,Vandana,Completed,,
11/3/2025,coordination with LIna,,,Vandana,Completed,,
11/3/2025,Coordination with Sama Agro,,,Vandana,Completed,,
11/3/2025,Asia group J's all docs saved in drive,,,Vandana,Completed,,
11/3/2025,J's docs checking,,,Vandana,In progress,,
11/3/2025,email reply to CG group,,,Vandana,Completed,,
11/3/2025,Contract to send CG Group,,,Vandana,Completed,,
,,,,,,,
11/4/2025,Sales email checking,,,Vandana,Completed,,
11/4/2025,Email reply to Carl,,,Vandana,Completed,,
11/4/2025,meeting link to share to Carl,,,Vandana,Completed,,
11/4/2025,update supplier & buyer sheet,,,Vandana,Completed,,
11/4/2025,call with Mohita,,,Vandana,Completed,,
11/4/2025,Sourcing new suppliers,,,Vandana,Completed,,
11/4/2025,Follow up emails to Moldavia list,,,Vandana,Completed,,
11/4/2025,Follow up emails to Peru list,,,Vandana,Completed,,
11/4/2025,Follow up emails to Ukraine list,,,Vandana,Completed,,
11/4/2025,New supplier sourcing,,,Vandana,In progress,,
11/4/2025,Lidl new inquiry docs downloaded and saved in drive,,,Vandana,Completed,,
11/4/2025,email reply to Trusun,,,Vandana,Completed,,
11/4/2025,excel of new lidl inquiry to Veera,,,Vandana,Completed,,
11/5/2025,Sales email checking,,,Vandana,Completed,,
11/5/2025,Meeting with Carl,,,Vandana,Completed,,
11/5/2025,revised contract to send Carl,,,Vandana,Completed,,
11/5/2025,email reply to Monicol SRL and docs saved in drive,,,Vandana,Completed,,
11/5/2025,Checklist to make for Monicol SRL,,,Vandana,Completed,,
11/5/2025,Email reply to Interloom SAC,,,Vandana,Completed,,
11/5/2025,Checklist to make for Interloom SAC,,,Vandana,Not started,,
11/5/2025,New target price from Lidl updated in the sheet,,,Vandana,Completed,,
11/5/2025,New supplier sourcing Instant noodles - 2 intro emails sent,,,Vandana,In progress,,
11/6/2025,sales email checking,,,Vandana,Completed,,
11/6/2025,email reply to Agritrade,,,Vandana,Completed,,
11/6/2025,follow up email to Parsons,,,Vandana,Completed,,
11/6/2025,supplier & buyer sheet update,,,Vandana,Completed,,
11/6/2025,New supplier sourcing,,,Vandana,In progress,,
11/6/2025,Follow up email to dried fruit supplier -- total 14,,,Vandana,Completed,,
11/6/2025,Follow up email to Shrimp suppliers -- total 8,,,Vandana,In progress,,
11/6/2025,Email reply to and get back to you shortly.,,,Vandana,Completed,,
11/6/2025,"Shanghai Richfield, dried fruit supplier docs saved in drive",,,Vandana,Completed,,
11/7/2025,sales email checking,,,Vandana,Completed,,
11/7/2025,Veera prices checking and saved in drive,,,Vandana,Completed,,
11/7/2025,Lidl buyer file save in the drive,,,Vandana,Completed,,
11/7/2025,email reply to Agritrade,,,Vandana,Completed,,
11/7/2025,Checklist of Agritrade,,,Vandana,Completed,,
11/7/2025,coordination with Fazal group,,,Vandana,Completed,,
11/7/2025,coordination with Veera,,,Vandana,Completed,,
11/7/2025,Email reply to Carl,,,Vandana,Completed,,
11/7/2025,Follow up email,,,Vandana,Completed,,
11/7/2025,new supplier sourcing,,,Vandana,In progress,,
11/7/2025,Email reply to Shanghai Richfield,,,Vandana,Completed,,
11/10/2025,Sales email checking,,,Vandana,Completed,,
11/10/2025,team Meeting,,,Vandana,Completed,,
11/10/2025,email draft for Max - Vina rice,,,Vandana,Completed,,
11/10/2025,coordination with veera team for email reply,,,Vandana,Completed,,
11/10/2025,Coordination with Rajendhren sir,,,Vandana,Completed,,
11/10/2025,follow up email to Nissin,,,Vandana,Completed,,
11/10/2025,Follow up email to Monicol SRL,,,Vandana,Completed,,
11/10/2025,Follow up email to Agritrade,,,Vandana,Completed,,
11/10/2025,"Follow up emails, Snack and sweets Expo in Dubai -- Total 24 emails sent",,,Vandana,Completed,,
11/10/2025,Checking certified factories in step oeko tex site,,,Vandana,In progress,,
11/10/2025,Supplier and buyer sheet updated,,,Vandana,Completed,,
11/10/2025,Email reply to Richfield,,,Vandana,Completed,,
11/10/2025,Richfield docs saved in drive,,,Vandana,Completed,,
11/10/2025,Veera second prices updated in the sheet,,,Vandana,Completed,,
11/11/2025,Sales email checking,,,Vandana,Completed,,
11/11/2025,Email reply to Richfield,,,Vandana,Completed,,
11/11/2025,Contract to send Richfield,,,Vandana,Completed,,
11/11/2025,Email reply to Tropical food,,,Vandana,Completed,,
11/11/2025,Tropical food docs saved in drive,,,Vandana,Completed,,
11/11/2025,Checklist of Tropical food,,,Vandana,Completed,,
11/11/2025,Email reply to Agritrade,,,Vandana,Completed,,
11/11/2025,Agritrade doc saved in drive,,,Vandana,Completed,,
11/11/2025,Team call,,,Vandana,Completed,,
11/11/2025,coordination with B&B,,,Vandana,Completed,,
11/11/2025,Marriott price list and email draft,,,Vandana,Completed,,
11/11/2025,Checking certified factories in step oeko tex site,,,Vandana,Completed,,
11/12/2025,Sales email checking,,,Vandana,Completed,,
11/12/2025,parsons docs saved in drive,,,Vandana,Completed,,
11/12/2025,Parsons checklist,,,Vandana,Completed,,
11/12/2025,Email reply to Agritrade,,,Vandana,Completed,,
11/12/2025,Agritrade docs saved in the drive and checklist updated,,,Vandana,Completed,,
11/12/2025,Email reply to Monicol SRL,,,Vandana,Completed,,
11/12/2025,Email reply to Tropical food,,,Vandana,Completed,,
11/12/2025,Email reply to Parsons,,,Vandana,Completed,,
11/12/2025,Contract to send Trusun,,,Vandana,Completed,,
11/12/2025,Email reply to Trusun,,,Vandana,Completed,,
11/12/2025,Team meeting,,,Vandana,Completed,,
11/12/2025,Carl's contract sent,,,Vandana,Completed,,
11/12/2025,Instant noodles intro email sent,,,Vandana,Completed,,
11/12/2025,Updated instant noodles supplier data in commodity sheet,,,Vandana,Completed,,
11/12/2025,Richfeild contract checked and email reply,,,Vandana,Completed,,
11/13/2025,Sales email checking,,,Vandana,Completed,,
11/13/2025,Email reply to Jim,,,Vandana,Completed,,
11/13/2025,Email repply to Richfield,,,Vandana,Completed,,
11/13/2025,Curtis email to Kevin,,,Vandana,Completed,,
11/13/2025,coordination with Veera,,,Vandana,Completed,,
11/13/2025,Email draft for Curtis,,,Vandana,Completed,,
11/13/2025,Marriott certification details checking throughly,,,Vandana,Completed,,
11/13/2025,Marriott price Excel for Juergen and email sent,,,Vandana,Completed,,
11/13/2025,Supplier and buyer sheet update,,,Vandana,Completed,,
11/13/2025,Kaufland Buyer details for wine update in the sheet,,,Vandana,Completed,,
11/13/2025,sourcing textile supplier,,,Vandana,In progress,,
11/13/2025,Follow up email to CG Group,,,Vandana,Completed,,
11/14/2025,sales email checking,,,Vandana,Completed,,
11/14/2025,Foshan contract to save in drive,,,Vandana,Completed,,
11/14/2025,email to send Foshan,,,Vandana,Completed,,
11/14/2025,email to Marriott for certification,,,Vandana,Completed,,
11/14/2025,Foshan checklist update,,,Vandana,Completed,,
11/14/2025,Foshan supplier details to update in signed contract sheet,,,Vandana,Completed,,
11/14/2025,Supplier and buyer sheet updated,,,Vandana,Completed,,
11/14/2025,Order discussion sheet updated,,,Vandana,Completed,,
11/14/2025,Marriott Price list update and draft email,,,Vandana,Completed,,
11/14/2025,Foshan contract saved in drive,,,Vandana,Completed,,
11/14/2025,Instant noodles supplier information sent to J&K,,,Vandana,Completed,,
11/14/2025,Richfield contract saved in drive,,,Vandana,Completed,,
11/14/2025,Instant noodle inquiry sent to Nissin Germany,,,Vandana,Completed,,
11/14/2025,Instant noodle inquiry sent to Nissin Hungary,,,Vandana,Completed,,
11/14/2025,Email reply to Richfield,,,Vandana,Completed,,
11/14/2025,Veera prices checking,,,Vandana,Completed,,
11/14/2025,Richfield supplier information sent to J&K,,,Vandana,Completed,,
11/14/2025,Marblism,,,Vandana,In progress,,
11/17/2025,EEC Blog - Marblism,,,Madan,Completed,,
11/17/2025,Skin'd Blog - Marblism,,,Madan,Completed,,
11/17/2025,Update Skin'd To-Do tracking,,,Madan,Completed,,
11/17/2025,Social Media Analysis,,,Madan,Completed,,
11/17/2025,Draft and Send email to Brush of Hopes,,,Madan,In progress,,
11/17/2025,sales email checking,,,Vandana,Completed,,
11/17/2025,marriott prices to send,,,Vandana,Completed,,
11/17/2025,follow up with Vina rice,,,Vandana,Completed,,
11/17/2025,Lidl textile order checking and save docs in the drive,,,Vandana,Completed,,
11/17/2025,email to Juergen and Kevin,,,Vandana,Completed,,
11/17/2025,rally towel information update in the sheet,,,Vandana,Completed,,
11/17/2025,Kaufland wine docs save in drive,,,Vandana,Completed,,
11/17/2025,Confirmed order sheet updated,,,Vandana,Completed,,
11/17/2025,Marblism-- for Made in green certified apparel supplier,,,Vandana,In progress,,
11/17/2025,Marblism -- for Vietnamized rice BRC certified suppliers,,,Vandana,In progress,,
11/17/2025,Follow up with Sunrise for BRC certification,,,Vandana,Completed,,
11/17/2025,Follow up email to Parsons,,,Vandana,Completed,,
11/17/2025,Updated Shandong Richfield Foodstuffs Industry Co Ltd information in database in signed contract,,,Vandana,Completed,,
11/18/2025,Sales email checking,,,Vandana,Completed,,
11/18/2025,Email reply to Monicol SRL,,,Vandana,Completed,,
11/18/2025,Email reply to Marriott,,,Vandana,Completed,,
11/18/2025,Monicol SRL email forward to J&K,,,Vandana,In progress,,
11/18/2025,Follow up email to Trusun Hotellinen for contract,,,Vandana,Completed,,
11/18/2025,Follow up email to Trusun Hotellinen for fibre content,,,Vandana,Completed,,
11/18/2025,Email to B&B for satin prices,,,Vandana,Completed,,
11/18/2025,Email to Veera for satin prices,,,Vandana,Completed,,
11/18/2025,Email to ATK for satin prices,,,Vandana,Completed,,
11/18/2025,coordination with Veera for satin prices,,,Vandana,Completed,,
11/18/2025,coordiantion with B&B for satin prices,,,Vandana,Completed,,
11/18/2025,coordination with ATK for satin prices,,,Vandana,Completed,,
11/18/2025,Email reply to TEHKI FOOD MANUFACTURING SDN BHD,,,Vandana,Completed,,
11/18/2025,Email reply to Agritrade,,,Vandana,Completed,,
11/18/2025,New supplier sourcing for satin product --Marriott project -- 3 intro emails sent,,,Vandana,In progress,,
11/19/2025,Sales email checking,,,Vandana,Completed,,
11/19/2025,coordination with Veera for satin prices and Lidl prices feedback,,,Vandana,Completed,,
11/19/2025,coordiantion with B&B for satin prices,,,Vandana,Completed,,
11/19/2025,coordination with ATK for satin prices,,,Vandana,Completed,,
11/19/2025,Email to ATK for certification,EEC,,Vandana,Completed,,
11/19/2025,Email reply to Marriott,EEC,,Vandana,Completed,,
11/19/2025,Email reply to TEHKI,EEC,,Vandana,Completed,,
11/19/2025,Coordination with Sama agro,EEC,,Vandana,Completed,,
11/19/2025,Follow up email to Instatn noodle supplier for prices,EEC,,Vandana,Completed,,
11/19/2025,specification sent to Binh Tay,EEC,,Vandana,Completed,,
11/19/2025,Updated Marriott prices from Theni Gurukrishna Textile Mills Pvt Ltd for satin,EEC,,Vandana,Completed,,
11/19/2025,Follow up email to new sourced suppliers,EEC,,Vandana,Completed,,
11/19/2025,Coordination with SKD Fine Decor,EEC,,Vandana,Completed,,
11/19/2025,New supplier sourcing,EEC,,Vandana,In progress,,
11/20/2025,Sales email checking,EEC,,Vandana,Completed,,
11/20/2025,Email reply to Trusun Hotel,EEC,,Vandana,Completed,,
11/20/2025,Follow up email to Monicol SRL,EEC,,Vandana,Completed,,
11/20/2025,Follow up with B&B for prices,EEC,,Vandana,Completed,,
11/20/2025,Follow up with SKD for prices,EEC,,Vandana,Completed,,
11/20/2025,coordination with B&B for prices,EEC,,Vandana,Completed,,
11/20/2025,coordination with ATK for prices,EEC,,Vandana,Completed,,
11/20/2025,tender sheet email sent to GRM,EEC,,Vandana,Completed,,
11/20/2025,tender sheet email sent to Nature Pearl,EEC,,Vandana,Completed,,
11/20/2025,tender sheet email sent to Vina rice,EEC,,Vandana,Completed,,
11/20/2025,coordination with Vina rice for tender sheet,EEC,,Vandana,Completed,,
11/20/2025,coordination withGRM for tender sheet,EEC,,Vandana,Completed,,
11/20/2025,coordination with Nature Pearlfor tender sheet,EEC,,Vandana,Completed,,
11/20/2025,Marriott pricelist updated for blend quality,EEC,,Vandana,Completed,,
11/20/2025,Email reply to Foshan,EEC,,Vandana,Completed,,
11/20/2025,Foshan quotation saved in drive,EEC,,Vandana,Completed,,
11/20/2025,Marriott new prices sent to Kevin,EEC,,Vandana,Completed,,
11/20/2025,Email to Lidl rice buyer,EEC,,Vandana,Completed,,
11/20/2025,coordination with Fazal group for email reply,EEC,,Vandana,Completed,,
,,EEC,,,,,
11/21/2025,sales email checking,EEC,,Vandana,Completed,,
11/21/2025,Marriott prices calculation,EEC,,Vandana,Completed,,
11/21/2025,Marriott prices sent to Kevin,EEC,,Vandana,Completed,,
11/21/2025,Marriott prices sent to buyer,EEC,,Vandana,Completed,,
11/21/2025,updated supplier and buer sheet,EEC,,Vandana,Completed,,
11/21/2025,Updated weekly report,EEC,,Vandana,Completed,,
11/21/2025,Updated order discussion sheet,EEC,,Vandana,Completed,,
11/21/2025,email reply to Foshan,EEC,,Vandana,Completed,,
11/24/2025,sales email checking,EEC,,Vandana,Completed,,
11/24/2025,Email reply to Foshan,EEC,,Vandana,Completed,,
11/24/2025,Email reply to Parsons,EEC,,Vandana,Completed,,
11/24/2025,Parsons docs saved in drive and updated checklist,EEC,,Vandana,Completed,,
11/24/2025,checking BRC site for cookies supplier intro emails sent,EEC,,Vandana,In progress,,
11/24/2025,Kyneton Biscuit Group information added in the signed contract database,EEC,,Vandana,Completed,,
11/24/2025,updated supplier and buer sheet,EEC,,,,,
11/25/2025,sales email checking,EEC,,Vandana,Completed,,
11/25/2025,Mariott email to Kevin,EEC,,Vandana,Completed,,
11/25/2025,translate the tender sheet into English,EEC,,Vandana,Completed,,
11/25/2025,coordination with GRM rice,EEC,,Vandana,Completed,,
11/25/2025,call with GRM rice,EEC,,Vandana,Completed,,
11/25/2025,coordination with Vina rice for tender sheet query,EEC,,Vandana,Completed,,
11/25/2025,email to LIna of tender sheet,EEC,,Vandana,Completed,,
11/25/2025,Email reply to GRM Rice,EEC,,Vandana,Completed,,
11/25/2025,email reply to Marriott buyer,EEC,,Vandana,Completed,,
11/25/2025,Email reply to Lidl buyer for rice,EEC,,Vandana,Completed,,
11/25/2025,Call with Nature Pearl,EEC,,Vandana,Completed,,
11/25/2025,coordination with ATK for meeting set up and production lead time,EEC,,Vandana,Completed,,
11/25/2025,meeting link sent to ATK,EEC,,Vandana,Completed,,
11/25/2025,coordination with B&B for production lead time,EEC,,Vandana,Completed,,
11/25/2025,Email reply to J,EEC,,Vandana,Completed,,
11/26/2025,sales email checking,EEC,,Vandana,Completed,,
11/26/2025,coordination with GRM rice,EEC,,Vandana,Completed,,
11/26/2025,coordination with Vina rice for tender sheet query,EEC,,Vandana,Completed,,
11/26/2025,Call with Nature Pearl,EEC,,Vandana,Completed,,
11/26/2025,Email reply to Monica,EEC,,Vandana,Completed,,
11/26/2025,Email draft for Marriott,EEC,,Vandana,Completed,,
11/26/2025,Email draft for ATK,EEC,,Vandana,Completed,,
11/26/2025,Email draft for B&B,EEC,,Vandana,Completed,,
11/26/2025,coordination with Fazal group,EEC,,Vandana,Completed,,
11/26/2025,coordination with B&B,EEC,,Vandana,Completed,,
11/26/2025,Meeting with ATK,EEC,,Vandana,Completed,,
11/26/2025,checking Kevin's list china done,EEC,,Vandana,Completed,,
11/27/2025,sales email checking,EEC,,Vandana,Completed,,
11/27/2025,email sent to ATK,EEC,,Vandana,Completed,,
11/27/2025,make a list of existing signed supplier for sports buyer after checking their catalogue,EEC,,Vandana,Completed,,
11/27/2025,coordination with GRM rice for prices,EEC,,Vandana,Completed,,
11/27/2025,coordination wtih Nature Pearl,EEC,,Vandana,Completed,,
11/27/2025,coordination with Vina rice,EEC,,Vandana,Completed,,
11/27/2025,coordination with Guru tex,EEC,,Vandana,Completed,,
11/27/2025,coordination with Skyco tex,EEC,,Vandana,Completed,,
11/27/2025,call with Nature Pearl,EEC,,Vandana,Completed,,
11/27/2025,supplier and buyer sheet update,EEC,,Vandana,Completed,,
11/27/2025,checking sports category supplier list sent by Kevin,EEC,,Vandana,In progress,,
11/27/2025,email draft for CG Foods,EEC,,Vandana,Completed,,
11/28/2025,sales email checking,EEC,,Vandana,Completed,,
11/28/2025,follow up with Nature Pearl for Prices,EEC,,Vandana,Completed,,
11/28/2025,Follow up with Vina rice for prices,EEC,,Vandana,Completed,,
11/28/2025,Follow up with ATK,EEC,,Vandana,Completed,,
11/28/2025,weekly report update,EEC,,Vandana,Completed,,
11/28/2025,Order discussion sheet update,EEC,,Vandana,Completed,,
11/28/2025,call with Nature Pearl,EEC,,Vandana,Completed,,
11/28/2025,call with Mohita for rice price,EEC,,Vandana,Completed,,
11/28/2025,checking sports category supplier list sent by Kevin completed and sent to Kevin,EEC,,Vandana,Completed,,
12/1/2025,sales email checking,EEC,,Vandana,Completed,,
12/1/2025,Coordination with Nature Pearl for prices review,EEC,,Vandana,Completed,,
12/1/2025,Coordination with GRM Rice for prices review,EEC,,Vandana,Completed,,
12/1/2025,Email draft for Juergen,EEC,,Vandana,Completed,,
12/1/2025,Email reply to Sarah,EEC,,Vandana,Completed,,
12/1/2025,Call with Nature pearl,EEC,,Vandana,Completed,,
12/1/2025,New supplier sourcing for Hospital uniforms,EEC,,Vandana,In progress,,
12/3/2025,sales email checking,EEC,,Vandana,Completed,,
12/3/2025,Updated Supplier & buyer sheet,EEC,,Vandana,Completed,,
12/3/2025,New supplier sourcing for Hospital uniforms -- 12 intro emails sent,EEC,,Vandana,Completed,,
12/3/2025,coordination with Indo Surgical -- Uniform supplier,EEC,,Vandana,Completed,,
12/3/2025,Email to Sarah Exim,EEC,,Vandana,Completed,,
12/4/2025,sales email checking,EEC,,Vandana,Completed,,
12/4/2025,email docs save in drive,EEC,,Vandana,Completed,,
12/4/2025,follow up with ATK for samples,EEC,,Vandana,Completed,,
12/4/2025,follow up with B&B for samples,EEC,,Vandana,Completed,,
12/4/2025,New supplier sourcing for hospital uniforms,EEC,,Vandana,In progress,,
12/4/2025,email reply to Parsons,EEC,,Vandana,Completed,,
12/4/2025,follow up email to hospital uniform suppliers,EEC,,Vandana,Completed,,
12/4/2025,call to hospital uniform supplier,EEC,,Vandana,Completed,,
12/4/2025,Email draft for Max,EEC,,Vandana,Completed,,
12/5/2025,sales email checking,EEC,,Vandana,Completed,,
12/5/2025,email docs save in drive,EEC,,Vandana,Completed,,
12/5/2025,follow up with ATK for samples,EEC,,Vandana,Completed,,
12/5/2025,follow up with B&B for samples,EEC,,Vandana,Completed,,
12/5/2025,Email reply to Foshan,EEC,,Vandana,Completed,,
12/5/2025,Email draft Edmonton,EEC,,Vandana,Completed,,
12/5/2025,Update supplier sheet,EEC,,Vandana,Completed,,
12/5/2025,weekly report,EEC,,Vandana,Completed,,
12/5/2025,order discussion sheet,EEC,,Vandana,Completed,,
12/5/2025,call to hospital uniform supplier,EEC,,Vandana,Completed,,
12/5/2025,New supplier sourcing for hospital uniforms,EEC,,Vandana,In progress,,
12/5/2025,Email reply to new hospital uniform supplier,EEC,,Vandana,Completed,,
12/8/2025,sales email checking,EEC,,Vandana,Completed,,
12/8/2025,Checklist for AARNA TEXTILE- Uniform supplier,EEC,,Vandana,Completed,,
12/8/2025,Freesoul docs saved in drive,EEC,,Vandana,Completed,,
12/8/2025,email reply to Aarana textile,EEC,,Vandana,Completed,,
12/8/2025,follow up email to Max,EEC,,Vandana,Completed,,
12/8/2025,email to Carl,EEC,,Vandana,Completed,,
12/8/2025,Follow-up email to Sarah Exim,EEC,,Vandana,Completed,,
12/8/2025,"Follow up email to Aleksander,-- CG Group",EEC,,Vandana,Completed,,
12/8/2025,Follow up email to Uniform suppliers,EEC,,Vandana,Completed,,
12/8/2025,Follow up email to Indo surgical,EEC,,Vandana,Completed,,
12/8/2025,"Work on the Fanatics supplier list sent by Kevin, pull out email ids from their website",EEC,,Vandana,Completed,,
12/8/2025,"Fanatics list, supplier intro emails sent -- total 21",EEC,,Vandana,Completed,,
12/8/2025,Fanatics supplier list added in the commodity sheet,EEC,,Vandana,Completed,,
12/9/2025,sales email checking,EEC,,Vandana,Completed,,
12/9/2025,Edmonton payment receipt saved in drive,EEC,,Vandana,Completed,,
12/9/2025,Email reply to Gopesh Uniform,EEC,,Vandana,Completed,,
12/9/2025,"Email draft for Aleksander,-- CG Group",EEC,,Vandana,Completed,,
12/9/2025,pending email reply listing,EEC,,Vandana,Completed,,
12/9/2025,catalogue sent to Kevin,EEC,,Vandana,Completed,,
12/9/2025,email sent to CG Group,EEC,,Vandana,Completed,,
12/9/2025,Email reply to B&B,EEC,,Vandana,Completed,,
12/9/2025,Email reply to Marriott,EEC,,Vandana,Completed,,
12/9/2025,Email reply to Dan,EEC,,Vandana,Completed,,
12/9/2025,New supplier sourcing for hospital uniforms,EEC,,Vandana,In progress,,
12/9/2025,coordination with Avanti Frozen,EEC,,Vandana,Completed,,
12/10/2025,sales email checking,EEC,,Vandana,Completed,,
12/10/2025,Email reply to Binh Tay,EEC,,Vandana,Completed,,
12/10/2025,Email reply to Foshan,EEC,,Vandana,Completed,,
12/10/2025,Quotation prepared and sent to J&K,EEC,,Vandana,Completed,,
12/10/2025,Binh Tay prices saved n drive,EEC,,Vandana,Completed,,
12/10/2025,Email reply to Kevin,EEC,,Vandana,Completed,,
12/10/2025,Update supplier sheet,EEC,,Vandana,Completed,,
12/10/2025,New supplier sourcing for hospital uniforms,EEC,,Vandana,In progress,,
12/10/2025,coordination with Fazal group,EEC,,Vandana,Completed,,
12/10/2025,Email reply to Juergen,EEC,,Vandana,Completed,,
12/11/2025,sales email checking,EEC,,Vandana,Completed,,
12/11/2025,Meeting with Ma'am,EEC,,Vandana,Completed,,
12/11/2025,Email draft for Juergen,EEC,,Vandana,Completed,,
12/11/2025,Email draft for Max,EEC,,Vandana,Completed,,
12/11/2025,Email sent to Carl,EEC,,Vandana,Completed,,
12/11/2025,Email to Richfield,EEC,,Vandana,Completed,,
12/11/2025,coordination with Ahmed Fine,EEC,,Vandana,Completed,,
12/11/2025,Updated information in Supplier & buyer file of Ahmed fine,EEC,,Vandana,Completed,,
12/11/2025,Follow up email sent to Fanatics supplier -- total 21,EEC,,Vandana,Completed,,
12/11/2025,Follow-up email to Uniform supplier,EEC,,Vandana,Completed,,
12/15/2025,sales email checking,EEC,,Vandana,Completed,,
12/15/2025,Team Meeting,EEC,,Vandana,Completed,,
12/15/2025,Call with ATK,EEC,,Vandana,Completed,,
12/15/2025,email to ATK,EEC,,Vandana,Completed,,
12/15/2025,invoice sent to Zoe,EEC,,Vandana,Completed,,
12/15/2025,email reply to Jenny,EEC,,Vandana,Completed,,
12/15/2025,email reply to Kevin,EEC,,Vandana,Completed,,
12/15/2025,"new supplier sourced , pull out data from their website and updated sheet for candles",EEC,,Vandana,Completed,,
12/16/2025,sales email checking,EEC,,Vandana,Completed,,
12/16/2025,Team Meeting,EEC,,Vandana,Completed,,
12/16/2025,email draft for Geotex,EEC,,Vandana,Completed,,
12/16/2025,The Happy Elephant supplier list checking,EEC,,Vandana,Completed,,
12/16/2025,email reply to Jenny,EEC,,Vandana,Completed,,
12/16/2025,Follow-up email to Juergen and Kevin for Foshan city,EEC,,Vandana,Completed,,
12/16/2025,followup with Shubham for low budget samples,EEC,,Vandana,Completed,,
12/16/2025,Follow up with B&B,EEC,,Vandana,Completed,,
12/16/2025,Call with ATK,EEC,,Vandana,Completed,,
12/16/2025,Follow up email to Gopesh Uniform,EEC,,Vandana,Completed,,
12/16/2025,Follow up email to AArna textile,EEC,,Vandana,Completed,,
12/16/2025,List of promotional items of Lidl from brochure,EEC,,Vandana,Completed,,
12/17/2025,sales email checking,EEC,,Vandana,Completed,,
12/17/2025,Binh tay prices saved in drive,EEC,,Vandana,Completed,,
12/17/2025,New prices of Binh tay updated in the sheet and sent to J&K,EEC,,Vandana,Completed,,
12/17/2025,Lidl promotional items listing in excel with prices,EEC,,Vandana,Completed,,
12/17/2025,Emails reply to Kevin,EEC,,Vandana,Completed,,
12/17/2025,Email reply to Jenny,EEC,,Vandana,Completed,,
12/17/2025,Team meeting,EEC,,Vandana,Completed,,
12/17/2025,email draft for Max,EEC,,Vandana,Completed,,
12/17/2025,email draft and sent to Geotex,EEC,,Vandana,Completed,,
12/17/2025,Email to Richfield,EEC,,Vandana,Completed,,
12/17/2025,Follow up with Shubham,EEC,,Vandana,Completed,,
12/17/2025,Email to Binh Tay,EEC,,Vandana,Completed,,
12/17/2025,Call with Shubham,EEC,,Vandana,Completed,,
12/18/2025,sales email checking,EEC,,Vandana,Completed,,
12/18/2025,Follow up email to Richfield,EEC,,Vandana,Completed,,
12/18/2025,Email reply to Jenny and meeting link sent,EEC,,Vandana,Completed,,
12/18/2025,Call with shubham,EEC,,Vandana,Completed,,
12/18/2025,Call with ATK for hotel samples,EEC,,Vandana,Completed,,
12/18/2025,follow up with B&B,EEC,,Vandana,Completed,,
12/18/2025,"extract Aldi supplier list 2025 for textile, shoes, and food and saved in the drive",EEC,,Vandana,Completed,,
12/18/2025,"checked Aldi textile list pulled out supplier details, and sent intro emails -8",EEC,,Vandana,In progress,,
12/19/2025,sales email checking,EEC,,Vandana,Completed,,
12/19/2025,supplier& buyer sheet update,EEC,,Vandana,Completed,,
12/19/2025,follow up email to Sarah exim for signed contract,EEC,,Vandana,Completed,,
12/19/2025,Follow-up email to Zoe for balance payment,EEC,,Vandana,Completed,,
12/19/2025,Email reply to ATK,EEC,,Vandana,Completed,,
12/19/2025,Email reply to Richfield,EEC,,Vandana,Completed,,
12/19/2025,Weekly report update,EEC,,Vandana,Completed,,
12/19/2025,Aldi textile list checking,EEC,,Vandana,In progress,,
12/19/2025,call with Mohita for weekly report,EEC,,Vandana,Completed,,
12/22/2025,sales email checking,EEC,,Vandana,Completed,,
12/22/2025,coordination with B&B,EEC,,Vandana,Completed,,
12/22/2025,B&B sample file updated,EEC,,Vandana,Completed,,
12/22/2025,Call with with ATK,EEC,,Vandana,Completed,,
12/22/2025,email reply to ATK,EEC,,Vandana,Completed,,
12/22/2025,"New supplier sourced Home textile, Hospital Uniforms and Seafood, sent intro emails",EEC,,Vandana,In progress,,
12/23/2025,Sales email checking,EEC,,Vandana,Completed,,
12/23/2025,Making Excel of Marriott samples,EEC,,Vandana,Completed,,
12/23/2025,Meeting with J&F Caps,EEC,,Vandana,Completed,,
