"RAW CONSOLIDATED BACKUP  |  5,864 RECORDS  |  All source data preserved",,,,,,,,
Company Name,City,Country,Email,Website,Product Category,Certifications,Full Address,Products
AHYA Coco Organic Food Manufacturing Corp.,,Philippines,,no website,Dried Fruits List,,,Dried Mango
AIB Foods Limited,Wolverhampton,United Kingdom,,,Dried Fruits,Food,,
AIB Foods Ltd (GBP),,United Kingdom,,,Aldi List - Nuts,,,
"Aice Ice Cream Jatim Industry, PT",,,,www.aice.co.id,List of Exhibitors for Indonesi,,,Frozen Foodstuff
"Aida, CV (Mitra Binaan Dinas Perindustrian dan Perdagangan Provinsi Jawa Timur)",,,,aidafurniture.web.indotrading.com,List of Exhibitors for Indonesi,,,"House Furniture, Interior Products"
"Airafood Sejahtera Bersama, PT (Mitra Binaan Kementerian Ekonomi Kreatif)",,,,www.airafood.com,List of Exhibitors for Indonesi,,,Processed Food
Airofresh Paraguay SA,,Paraguay,https://airofresh.com.py/,"info@airofresh.com.py,sales@airofresh.com.py",Chia Seeds NOv 24,,,
AISHWARYA IMPEX,,India,,website not available,Shrimps,,,
AISLAPOL AUSTRAL SPA_Planta Punta Arenas,,Chile,,,Chile from BRC,,,
Aislapol S.A.,,Chile,,,Chile from BRC,,,
Ajanta Industries,,,,,Cashew supplier for Middle Eas,,,
"Ajinomoto Co., Inc.",,Japan / Global,"ajicare@ajinomotoindia.com, yaron.silberberg.dk2@asv.ajinomoto.com",https://www.ajinomoto.com,Instant Noodles,,,Instant Noodles
Ajmera Fashion,,India,info@ajayajmera.com,https://www.ajmerafashion.com/t-shirts.htm,Sports Tshirts,,,Custom tshirts cotton and polyester
AJY GLOBAL TRADE,,,info@ajyglobaltrade.com,https://www.ajyglobaltrade.com/pro-rice.html,RICE,,,RICE
AK Hill Producers,,,"akhillproducers@gmail.com
akhillpro@gmail.com",http://akhp.in/bulk.php,Spices,,"AKHP -No. 1032, Assisi Complex,
Church Road, Anakkara Kumily, Kerala",Pepper/ Spices
AKAR EXPORTS,,,Kavitapadia@hotmail.com,https://www.aakarexports.net/,DRIED CHICKPEAS,,"401, Shantam Complex, Opp. Navneet House, Gurukul Road, Nilmani Society, Memnagar, Ahmedabad, Gujarat, India",
AKAY SPICES PRIVATE LIMITED,,India,,spices,Pulses,,,Food
Akdağlar Kuru Gıda İth. İhr. Sanayi ve Tic. Ltd. Şti,"Battalgazi, Malatya",Turkey,,,Dried Fruits,Food,,
Ake Rice,,Vietnam,,,Jasmine Rice,,,Jasmine Rice
Ake Rice Mill,,Thailand,,,"Broken Rice, Malaysia",,,Broken Rice
"Ake Rice Mill Co., Ltd.",,Thailand,"Penjun.t@akericemill.com / 
info@akericemill.com",https://www.akericemill.com/th,Rice list,,,"Jasmine Rice, White Rice, Glutinous Rice, Basmati Rice, Japonica Rice"
Akij Bakers Limited,,Bangladesh,export@akijbakers.io,https://akijbakers.net/,Biscuits- Cookies,,,Biscuits-cookies
AKM Cashews,,,,,Cashew supplier for Middle Eas,,,
AKS EXIM INDIA,,713,spices,https://akseximindia.com/,Pulses,,,PULSES
AKSARA APPRALES,,,,,,,,Home tex
AL AMAL CO,,,,,Gulf food _ Pulses,,,Pulses()
Al amar sadar,,Egypt,alamal@alamal.com,https://www.alamal.com/,Gulf food _ Pulses,,,Pulses
Al Amira El Lebnania,,,info@alamiranuts.com,https://www.alamiranuts.com/,CASHEW,,not mentioned,Nuts and Seeds
Al Fanoos Cashews,,,,,Cashew supplier for Middle Eas,,,
Al Hadi Textile (PVT) Ltd,,Pakistan,,,Household Textiles,,"3.5 Km Off Rohi Nala, Hadiara Drain, Off 22 Km Ferozpur Road, Lahore, PAKISTAN",
Al Khair exports,,,"info@alkhairexports.com,mkt-sales@alkhairexports.com",https://www.alkhairexports.com/,Sial Rice,,,"Rice, Sugar, pulses, spices and Grains etc"
AL SHAMS AGRO GROUP,,Egypt,,,Fruits Concentrates,Certifications not received,,Orange juice Concentrate
Al Shams Group Company,,Egypt,info@AlShamsGroup.net,https://www.alshamsgroup.net/,Orange Juice  & Concentrate,,,"Fresh Fruits, Fruit Juices & Concentrates, Tomate Paste, Tomato Concentrate"
Al-Hadi Textile (Pvt.) Ltd.,,Pakistan,,,Household Textiles,,"Rohi Nala 3.5KM off 22KM Ferozepure Road, Lahore, PAKISTAN",
Al-Noor International,,Pakistan,,,Rice list,,,
Al-Wahab Rice Mills Pvt Ltd,,Pakistan,,,Rice list,,,
Alamii Natura Sejahtera (Mitra Binaan Wonderful Indonesia),,,,alamiifood.com,List of Exhibitors for Indonesi,,,Processed Food
Albanese Confectionery Group Inc.,,USA,,,Dried Fruits List,,,chocolate quoted nuts supplier
"Albanese Confectionery Group, Inc. - Merrillville",Merrillville,USA,,,Dried Fruits,Food,,
Albys Agro Pvt Ltd,,India,,website not available,Shrimps,,,
Alcis Sports,,India,info@alcissports.com,https://alcissports.com/collections/men,Sports Tshirts,,,
Alcopak Weert B.V.,Weert,Netherlands,,,Dried Fruits,Food,,
"Alent (Mitra Binaan Dinas Koperasi, UMKM dan Perdagangan Kota Pangkalpinang)",,,,Not found,List of Exhibitors for Indonesi,,,Processed Food
ALEXANDRITE ENTERPRISES,,713,trader,https://www.officedial.com/,Pulses,,,PULSES
"Alfonso Cruz, S.L.",,Spain,,,Dried Fruits List,,,no website access
Alfrus s.r.l.,,,domenicosisto@alfrus.it,,SIAL NUTS,,,"Almonds (natural, peeled, roasted, etc.)"
ALGARROBOS ORGÁNICOS DEL PERÚ S.A.C.,,Peru,info@aoperu.bio,https://www.algarrobosorganicos.pe/,Quinoa -Nov24,,,
Algas Marinas S.A. Algamar,,Chile,,,Chile from BRC,,,
ALICORP,,,atencionconsumidor@alicorp.com.pe,,Peru List sent by J,"FSSC22000,",,"food(pasta,Oil,souces), home care and personal care products"
"ALIMENTIAS, S.L",EL PUERTO DE SANTA MARÍA,Spain,,,Dried Fruits,Agents and Brokers,,
Alimentos Finos Rila Chile Limitada,,Chile,,,Chile from BRC,,,
Alimentos Mora Cué S.A,,Paraguay,https://www.moracue.com/,comercial@moracue.com,Chia Seeds NOv 24,,,
Alimentos Multiexport S.A.,,Chile,,,Chile from BRC,,,
Alimentos Vida Estable S.A.,,Chile,,,Chile from BRC,,,
ALIMENTOS Y FRUTOS S.A.,,Chile,,,Chile from BRC,,,
Aliments Global Private Limited,,India,info@alimentsglobal.com,https://alimentsglobal.com/,Rice list,,,"Ready to eat meals, Sauces"
ALIMEX S.A.,,Chile,,https://www.alimex.cl/,Chile from BRC,,,
ALIN CASHEWS,,,,,Cashew supplier for Middle Eas,,,
Alisur S.A.C,,Peru,exportaciones@alisur.net,https://alisur.net/,Quinoa -Nov24,,,
ALL COCO,,,info@allcoco.co.th,http://www.allcoco.co.th/,Coconut,,,
All Commodities Trading Ltd,,Canada,kevin@allcommodities.ca,https://www.allcommodities.ca/,Red lentils Nov24,,,
All India Rice Exporters’ Association,,India,riceassociationindia@gmail.com,https://airea.net/,RICE,,"511,5th floor, d mall netaji subhash place, pitsmpurs new delhi 110034",Basmati Rice
All Seasonings,,USA,inquiries@allseasonings.com,https://allseasonings.com/,Almonds - Ruchita,,"1043 Freedom Dr, Oneida, NY 13421​",pista
All4Labels Santiago SpA,,Chile,,,Chile from BRC,,,
Alldrin Almonds,,"California, Usa",https://alldrinalmonds.com/pages/contact?contact_posted=true,https://alldrinalmonds.com/,Almonds - Ruchita,,,Almonds
Alliance Foods Co L.L.C,,UAE,,website not available,Shrimps,,,
Alliance Fruits,,South Africa,info@alliancefruit.co.za,https://www.alliancefruit.co.za/,Avocado-Nov 24,,,
Alliance Knit,,Bangladesh,,,Apparels,Certifications not received,,Apparels
"ALLIANCE SELECT FOODS INTERNATIONAL, INC.",,Philippines,no email id,https://corporate.allianceselectfoods.com/,Dried Fruits List,,,canned tuna and smoked salmon
Allmed Medical Textile Co Ltd,,Vietnam,sales@allmed.cn,www.allmed.vn,Hospital  Textiles,,,"Medical textiles, hospital supplies"
Almaxtex Tekstil San Ve Tic A.S.,,Türki̇ye,,,Household Textiles,,"900, Karapinar Mah. Ankara Yolu Cad., Yildirim, Bursa, TÜRKİYE",
ALMENDRAS DE ANDALUCIA,,,info@almendrasdeandalucia.com,,SIAL NUTS,,,"Almonds (natural, roasted, organic)"
ALMENDRAS DEL SOL S.A,,Spain,info@sunalmonds.com,https://sunalmonds.com/en/index/,Nuts List,,,almonds
Almendras Llopis S.A.U.,,Spain,almendras@llopis.es,https://llopis.es/en/home/,Nuts List,,,almonds
ALMENDRAVE,,,almendrave@almendrave.com,https://www.almendrave.com/en/the-association/about-us,Hazelnuts,,"C/ Diego de León 54.
28006 - Madrid",Hazelnuts
Almondco Australia Limited - Renmark,,Australia,admin@almondco.com.au,https://www.almondco.com.au/,Nuts List,,,almonds
"Aloe Vera Indonesia, PT",,,,www.aloe-best.com,List of Exhibitors for Indonesi,,,Agriculture Product
Alok Industries Ltd. (Terry Towels/,,India,,,Household Textiles,,"1301,1318, 1337,1349,1350 Village Balitha, Tal Pardi, Valsad, Gujarat, INDIA",
Alper,,,info@alperfindik.com.tr,https://alperfindik.com.tr/iletisim/,Hazelnuts,,"Merkez Mahallesi, Mehmet Akif Ersoy Caddesi, No:24 Alaplı/ZONGULDAK",Hazelnuts
Alpha Accessories & Agro Export LTD.,,Bangladesh,,website not avilable,Shrimps,,,Printing & Packaging
Alpha Life General Trading Company,,Kuwait,marketing@alckuwait.com,LINK,Snacks and Sweets Expo in Dubai,,,Healthcare Products
Alpha Marine,,,yharishkumar@alphamarine.co.in,https://www.alphamarine.org/,Shrimps,,,
Alpha Marine Limited,,India,,Repeat of row 110 & 18,Frozen Shrimps,,,Shrimp
Alphakrust Limited,,"Tanzania, United Republic Of",not available,https://alphaafrica.com/,Shrimps,,,Frozen octopus flower
Alphonsa cashew,,,11.11.24 - intro email sent,,Cashew supplier for Middle Eas,,,
Alphonsa Cashew Industries,,Ghana,info@alphonsacashew.com,https://www.alphonsacashew.com/,Cashew Nov 24,,,
Alpro NV,,Belgium,,,Nuts List,,,
Alrawdha Foodstuff Industry L.L.C,,U.A.E,info@alrawdha-ind.com,https://alrawdha-ind.com/ar_raw/?v=13b5bfe96f3e,Gulf food _ Pulses,,,Pulses
ALRIAN SHOP. ALRIAN ART COLLECTION,,,,Not found,List of Exhibitors for Indonesi,,,"Batik, Handicraft Products, Textile, Woven"
ALTERNA GIDA SAN. PAZ. VE TIC. A.S.,Istanbul,Turkey,,,Dried Fruits,Food,,
ALTEZZA FOOD,,,sales@altezza-foods.com,,SIAL FROZEN FOOD,,,"Halal meats, private label French fries, mixed frozen vegetables, frozen fruits, Bon'Boeuf private label, and logistics services."
Altin JM Group,,Czech Republic,info@altinjm.com,https://www.altinjm.com,Instant Noodles,,,Instant Noodles
Altin JM Group s.r.o,,Czech Republic,rhanuska@altinjm.com,https://altinjm.com/,Instant Noodles,,,
ALVAL SPA,,Chile,,,Peanuts Jan 24,,,
Alwafaa Herbs,,,"sales@alwafaaherbs.com
info@alwafaaherbs.com",https://www.alwafaaherbs.com/en/products,Ground Spices,,Egypt,
AM Hygiene (OEM Wet Wipes),,India,,https://amhygiene.co.in,alcohol wipes,,,Standard industry expectation for India‑made wipes: 3–5 weeks after artwork and samples.nichesources+1
AMA TIME SPA,,Chile,contacto@amatime.com,https://amatime.com.br/,Chile from BRC,,,
"Aman Indah Makmur, PT",,,,aimindonesia.co.id,List of Exhibitors for Indonesi,,,Manufactured Product
Amar Singh Chawal Wala,,,ascw@lalqilla-rice.com,https://lalqilla-rice.com/,RICE,,"Out Side, Chatiwind Gate Roundabout, Antaryami colony, Amritsar, Punjab 143001",Basmati Rice
Amar Singh Chawal Wala – Unit II,,India,ascw@lalqilla-rice.com,https://lalqilla-rice.com/,Rice list,,,"Basmati Rice, Parboiled Rice, Green Tea, Soya Chuncks, Quinoa"
AMARISCHIA SRL,,Italy,info@amarischia.com,https://www.amarischia.com/it/contatti/,Nuts List,,,"Confectionery, candies, chewing gum"
Amazing Export Corporation,,India,info@amazingexportcorporation.in,https://www.amazingexportcorporation.in/,Apparels,,,Mens/Womens/ Kids wear
AMAZONAS TRADING,,,info@amazonastrading.com,,Peru List sent by J,FAIR TRADE,,cocoa beans
Ambica Masala Mill,,India,,no webstie,Pulses,,,Food
Ambika Cotton Mills Limited,,India,Email : ambika@acmills.in,https://www.acmills.in/about-us/,Textile,,"15, Valluvar Street, Sivanandha Colony,
Coimbatore – 641012,
Tamil Nadu, India",tshirts
Amcor Capsules Chile Ltda,,Chile,,,Chile from BRC,,,
AMDD FOODS PVT LTD,,India,,,Rice list,,,"Basmati Rice, Organic Basmati Brown Rice,"
Amee International,,India,,https://amee-international.com/,Pulses,,,Food
"AMERICA VIET CASHEW NUTS PROCESSING ONE MEMBER CO.,LTD",,India,info@avcnuts.com,https://avcnuts.com/,Cashew Nov 24,,,
American Importing Co.,,USA,,,Aldi List - Nuts,,,
"American Peanut Growers Group, LLC",,USA,questions@apgg.com,https://apgg.com/,Nuts List,,,Peanuts
"American Peanut Ingredients LLC: Donalsonville, GA",,USA,questions@apgg.com,https://apgg.com/,Nuts List,,,Peanuts
American Textile Company,,USA,,,Household Textiles,,"No. 10, North Linden Street, Duquesne, Pennsylvania, UNITED STATES",
AMES Foods Processors India Private Ltd.,,,,,Cashew supplier for Middle Eas,,,
AMIBA GLOBAL HUTS PRIVATE LIMITED,,713,no website,no website,Pulses,,,"CHICKPEAS, DEHYDRATED VEGETABLES"
Amith Cashew Industries,,,11.11.24 - intro email sent,,Cashew supplier for Middle Eas,,,
AMK Exports,,,,,Cashew supplier for Middle Eas,,,
Amoli International,,India,info@amoliinternational.com,https://www.amoliinternational.com/,RICE,,"J6JG+6RW, WORLD TRADE CENTRE, New Delhi, Delhi 110001",Basmati Rice
Amondel Pakkers Pty (Ltd),,South Africa,lizelle@amana.za.net,,Avocado-Nov 24,,,
"Amood Healthy Foods, PT (Mitra Binaan Kementerian Ekonomi Kreatif)",,,,amood.id,List of Exhibitors for Indonesi,,,"Agriculture Product, Processed Food"
"Amore Textile (Suzhou) Co., Ltd.",,China,,,Household Textiles,,"28, Building E, Jiaxing Road, Changfu Street, Changshu, Jiangsu, CHINA",
Ample Global Export,,India,sales@ampleglobalexport.com,https://ampleglobalexport.com/,Hotel,,,
"AMRU RICE (CAMBODIA) Co.,Ltd.",,Cambodia,"export@amrurice.com.kh, 
purchase@amrurice.com.kh",https://amrurice.com.kh/,Rice list,,,"Parboiled Rice, Black Rice, Red Rice, Organic Medium Grain Brown Rice, Organic White Rice, White Jasmine Rice"
Amrut Cold Storage Pvt. Ltd.,,India,,website not available,Shrimps,,,
Amruta Cashew Industries,,,,,Cashew supplier for Middle Eas,,,
An Khang Cashew Nut - An Khang Foods Joint Stock Company,,,"8.11.24 -- Intro email sent 
11.11.24 reminder sent",,Cashew supplier for Middle Eas,,,
AN KHANG FOODS JOINT STOCK COMPANY,,Vietnam,,website technical glitch,Nuts List,,,
AN SAN FOODS FACTORY,,Vietnam,,website not available,Shrimps,,,
Anadolu Etap,,Turkey,sales@anadoluetap.com/ info@anadoluetap.com,https://www.anadoluetap.com/,Orange Juice  & Concentrate,,,"Puree, Concentrate"
Anand Traders,,India,,,Signed Contract,,,"Throws and linens - Kitchen towels and Aprons - Tablecloths and Placemats - Curtains and Pillowcases - Tablecloths and Runners - Oven Gloves and Napkins - Tote bags, Candy Buckets , Wine Bags"
ANANDA ENTERPRISES (INDIA) PVT LTD,,India,info@anandagroup.com,https://anandagroup.com/,Frozen Shrimps,,,Shrimps
"ANANDA ENTERPRISES (INDIA) PVT LTD ASC-C-04078 0 Whiteleg shrimp Litopenaeus vannamei ANANDA ENTERPRISES (INDIA) PVT LTD 15-08-2026 00:00 Certified ""1/31",,,,,ASC Shrimp,,,
ANANDA GROUP,,Andhra Pradesh,info@anandagroup.com,http://www.anandagroup.com/,Shrimps,,,
ANANYA OVERSEAS,,713,no website,no website,Pulses,,,PULSES
ANAPQUI Asociacion Nacional de Productores de Quinua,,Bolivia,anapqui@anapqui.org.bo,https://www.anapqui.org.bo/,Quinoa -Nov24,,,
ANATOLIA TARIM ÜRÜNLERİ SANAYİ ve DIŞ TİCARET AŞ - Kemalpaşa site,Kemalpaşa,Turkey,,,Dried Fruits,Food,,
ANATRANS SA,,Burkina Faso,,,Nuts List,,,
ANBUSAFETY,,,sales@anbusafety.com,https://www.anbusafety.com/,Medical Uniform,,,
Andalucia Nuts,,USA,sales@andalucianuts.com,https://www.andalucianuts.com/,Almonds - Ruchita,,"3505 Bering Drive
Houston, TX 77057 USA",almonds/walnuts
Andaman Seafood Company Limited (Paknam Branch),,Thailand,group@ams-food.com,http://www.ams-food.com/about%20us.html,Rice list,,,Seafood
ANDEAN TASTE,,,info@andeantaste.com,,Peru List sent by J,GMP/ HACCP,,dried mango/dried pineapple/dried goldenberry
Andean Valley Sa,,,info@andeanvalley.com,https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.andeanvalley.com%2F&h=AT0_9R8Wxb-7_kZL60y3mQMkJZ10jCaTWPvMfX4S-lpsNr13mHUpUQ-RiP-UYiqezd5JIuqnDCHuYzApYRj7tkalWJFG0tJ6n7YI-Zz3YQTWecdqm3ojTSSp2WtOgi4DkmPRG3aqyIydbm_hqvV6uw,Quinoa -Nov24,,,
"Andersen & Sons Shelling, Inc.",,USA,,,Aldi List - Nuts,,,
Andes Alimentos & Bebidas S.A.C.,,Peru,alimentos@andesalimentos.com,https://andesalimentos.com/,Quinoa -Nov24,,,
ANDES SERVICE S.A.,,Chile,,no website,Chile from BRC,,,
ANDIFOODS,,,,CASHEW NUTS,Nuts List,,,https://andifoods.com/
ANDIFUNGI EXPORTADORA,,Chile,info@andifoodschile.com,https://andifoodschile.com/,Chile from BRC,,,
Andjani (Mitra Binaan Dinas Perdagangan Kota Semarang),,,,www.andjani.co.id,List of Exhibitors for Indonesi,,,Trend and Lifestyle Products
"Andrawinatama Kerta Harja, PT (Mitra Binaan Kementerian Ekonomi Kreatif)",,,,"forestbubbledrink.com, andrawinatamakertaharja.web.indotrading.com",List of Exhibitors for Indonesi,,,Beverage Product
"Aneka Dasuib Jaya, PT",,,,,List of Exhibitors for Indonesi,,,Processed Food
"Aneka Indomakmur, PT (AIM Biscuits)",,,,,List of Exhibitors for Indonesi,,,Processed Food
"Aneka Pangan International, PT (Mitra Binaan Indonesia International Trading, PT)",,,,,List of Exhibitors for Indonesi,,,Coffee
ANGIMEX-KITOKU LIMITED COMPANY,,Vietnam,info@angimex-kitoku.com.vn,http://www.angimex-kitoku.com.vn/en-US/Default.aspx,Rice list,,,"Japanese Brown Rice, Glutinous Rice, Japonica Rice"
Anh Khoa Co. Ltd.,,Vietnam,anhkhoaseafoods@gmail.com,https://anhkhoaseafoods.com/,Shrimps,,,Black tiger shrimp and Vannamei shrimp
ANH PHUONG COMPANY LIMITED,,,,,Cashew 25,,,
"Anhui Haoyue Home Textile Co., Ltd.",,China,,,Household Textiles,,"63, Chengxin Street, Xuanzhou District, Xuancheng, Anhui, 242 CHINA",
"Anhui Home Fashion Co., Ltd.",,China,,,Household Textiles,,"West Side of Jing 2 Road, Chizhou, Anhui CHINA",
"Anhui Shanliren Leisure Food Co., Ltd",,China,,,Agent & Distributor list of Dri,,,Dried Fruits
"Anhui Weilai Biotechnology Co., Ltd.",Xuancheng,China,,,Dried Fruits,Food,,
Anhui Xinzhida Houseware,,China,,,Household Textiles,,"Zongyang Economic Development Zone, Tongling, Anhui CHINA",
"Anhui Yuncai Home Textile Co.,Ltd",,China,,,Household Textiles,,"The intersection of Liyu Avenue and 1st Jingdu Road, Shiziyu, Xuancheng City, Anhui, CHINA",
ANIL & COMPANY,,713,trader,https://www.anilcospices.com/,Pulses,,,"PULSES AND GRAINS, PROVISIONS"
"Anindya Wiraputra Konsult, PT",,,,,List of Exhibitors for Indonesi,,,Professional Service
Annakosha,,India,npd@annakosha.in,"www.annakosha.in
www.vishnudelight.com",Anuga - India,,,"Foxnuts, Cashews, Almonds, Trailmix, Flavored Nuts, Millets mix, Corn chips"
ANNALIFE Gıda San. Paz. Tic. A.Ş,Esenyurt / İstanbul,Turkey,info@annalife.com.tr,https://www.annalife.com.tr/,Dried Fruits,Food,,
Annie's Farm,,,mia.nguyen@anniesfarm.net | info@anniesfarm.net | sales@anniesfarm.net,https://anniesfarm.net/,Canned fruits,,"Office: Lot 32, MB 530, Dong Ve Ward, Thanh Hoa City, Vietnam",
Annur Cotton Mills (Unit of Sharadha,,India,,,Household Textiles,,"415/1B, Plot 413/2B, Pooluvapalayam, Odderpalayam, Annur, Coimbatore, Coimbatore, Tamil Nadu, INDIA",
ANOWARA GROUP,,Bangladesh,,,Apparels,"Anowara Group, Bangladesh",,Apparels
Anta del Dorado SA,,Argentina,https://www.facebook.com/,administracion@antadeldorado.com.ar,Chia Seeds NOv 24,,,
Anta Sports (brand & manufacturer),,China,Contact via site,https://www.anta.com,Sports Tshirts,,,Broad sports apparel (includes T-shirts)
ANTEPSAN KURUYEMİŞ GIDA SANAYİ VE TİCARET A.Ş,,Turkey,info@antepsan.com,https://antepsan.com/Eng/page25.html,Nuts List,,,"Almond, Walnuts, Hazelnuts, Pistachio, Peanuts, Cashew"
Antex GmbH,,Germany,,,Household Textiles,,"No. 7, Konrad-Zuse-Str., Anklam, GERMANY",
Antichi Sapori dell'Etna Srl,Bronte (CT),Italy,,,Dried Fruits,Food,,
Anu Cashews,,,,,Cashew supplier for Middle Eas,,,
ANU FOODS,,Tamil Nadu,bala@anufoods.in,https://www.anufoods.in/,WHOLE PEPPER,,"MADURAI, iNDIA",
"Anugerah Alan Abadi, CV",,,,,List of Exhibitors for Indonesi,,,Agriculture Product
"Anugerah Nian Gemilang, CV",,,,,List of Exhibitors for Indonesi,,,Processed Food
Anvi Exim,,,"rice@anvieximrice.com,anvirice@gmail.com,anvirice@gmail.com,anvieximrice@gmail.com",https://www.anvieximrice.com/,Sial Rice,,,"trader , basmati rice"
Anyaman Lestari (Mitra Binaan Dinas Perdagangan Koperasi dan UKM Kabupaten Kutai Barat),,,,,List of Exhibitors for Indonesi,,,
"Anyang Jiangshun Foods Co., Ltd.",,China,info@jsfoodstuff.com,http://jsfoodstuff.com/gywm,Biscuits- Cookies,,,Biscuits-cookies
Apache Mills Inc.,,USA,,,Household Textiles,,"No. 417, S. River Street, Calhoun, Georgia, UNITED STATES",
"Apache Mills, Inc. - A5",,USA,,,Household Textiles,,"199 Royal Drive, Calhoun, Georgia, UNITED STATES",
Apex Foods Limited,,Bangladesh,apex@apexfoods.com,https://www.apexfoods.com/,Shrimps,,,Not available
Apex Frozen Foods,,India,sales@apexfrozenfoods.com,https://apexfrozenfoods.in/,Shrimps,,"3-160, Panasapadu, Kakinada, East Godavari 533 005, Andhra Pradesh, India.",Shrimp
Apex Frozen Foods Ltd,,India,sales@apexfrozenfoods.com,https://apexfrozenfoods.in/,Shrimps,,,"Black Tiger Shrimp (Penaeus Monodon)
White Shrimp (L. Vannamei)"
"Apex Frozen Foods Ltd ASC-C-01028 0 Whiteleg shrimp Litopenaeus vannamei Apex Frozen Foods Ltd 22-03-2025 00:00 Certified ""3-160",,,,,ASC Shrimp,,,
Apex Hygiene,,India,info@apexhygiene.in,https://www.apexhygiene.in/non-disposable-products.html,Hospital  Textiles,,,Non disposables and disposables
Apex Mills,,USA,"psiegel@apexmills.com, info@apexmills.com",https://www.apexmills.com,Hospital Textiles,,,Medical mesh and knit fabrics for gowns and curtains
APLEX PERU,,,no email,,Peru List sent by J,"BRC. GMP, HACCP",,"quinoa , chia seeds"
Apollo Sea Foods Limited,,Bangladesh,email Id not available,website not avilable,Shrimps,,,frozen fish
APPLE FOODS INDUSTRIES,,India,,dehydrate product,Pulses,,,Food
"Apple’s Island (Thailand) Co., Ltd",,Thailand,,,Dried Fruits List,,,importer
"Apple’s Island (Thailand) Co.,Ltd",,Thailand,sales@apples-island.com,https://apples-island.com/,Rice list,,,"Cashew Nuts, Peanuts, Dried fruits,"
